image_id,split,source_image,processed_image,width,height,min_intensity,max_intensity,mean_intensity,foreground_fraction
train_023,train,/content/nuclei_dataset/train/images/train_023.png,/content/outputs/preprocessed/train/images/train_023.png,256,256,0.0,0.3529411852359772,0.045274268835783005,0.1005096435546875
train_024,train,/content/nuclei_dataset/train/images/train_024.png,/content/outputs/preprocessed/train/images/train_024.png,256,256,0.0,0.3529411852359772,0.020398788154125214,0.025787353515625
train_025,train,/content/nuclei_dataset/train/images/train_025.png,/content/outputs/preprocessed/train/images/train_025.png,256,256,0.0,0.3529411852359772,0.028376322239637375,0.060546875
train_026,train,/content/nuclei_dataset/train/images/train_026.png,/content/outputs/preprocessed/train/images/train_026.png,256,256,0.0,0.3529411852359772,0.037682387977838516,0.080108642578125
train_027,train,/content/nuclei_dataset/train/images/train_027.png,/content/outputs/preprocessed/train/images/train_027.png,256,256,0.0,0.3529411852359772,0.036254942417144775,0.06781005859375
train_028,train,/content/nuclei_dataset/train/images/train_028.png,/content/outputs/preprocessed/train/images/train_028.png,256,256,0.0,0.3529411852359772,0.0506293810904026,0.135833740234375
train_029,train,/content/nuclei_dataset/train/images/train_029.png,/content/outputs/preprocessed/train/images/train_029.png,256,256,0.0,0.3529411852359772,0.037220198661088943,0.0946044921875
train_030,train,/content/nuclei_dataset/train/images/train_030.png,/content/outputs/preprocessed/train/images/train_030.png,256,256,0.0,0.3529411852359772,0.021059643477201462,0.027313232421875
train_031,train,/content/nuclei_dataset/train/images/train_031.png,/content/outputs/preprocessed/train/images/train_031.png,256,256,0.0,0.3529411852359772,0.030278164893388748,0.07720947265625
train_032,train,/content/nuclei_dataset/train/images/train_032.png,/content/outputs/preprocessed/train/images/train_032.png,256,256,0.0,0.3529411852359772,0.024610035121440887,0.040802001953125
train_033,train,/content/nuclei_dataset/train/images/train_033.png,/content/outputs/preprocessed/train/images/train_033.png,256,256,0.0,0.3529411852359772,0.03649154305458069,0.0628509521484375
train_034,train,/content/nuclei_dataset/train/images/train_034.png,/content/outputs/preprocessed/train/images/train_034.png,256,256,0.0,0.3529411852359772,0.0653577670454979,0.1847381591796875
train_035,train,/content/nuclei_dataset/train/images/train_035.png,/content/outputs/preprocessed/train/images/train_035.png,256,256,0.0,0.3529411852359772,0.0429181307554245,0.1046600341796875
train_036,train,/content/nuclei_dataset/train/images/train_036.png,/content/outputs/preprocessed/train/images/train_036.png,256,256,0.0,0.3529411852359772,0.024860577657818794,0.0314178466796875
train_037,train,/content/nuclei_dataset/train/images/train_037.png,/content/outputs/preprocessed/train/images/train_037.png,256,256,0.0,0.3529411852359772,0.027868714183568954,0.068878173828125
train_038,train,/content/nuclei_dataset/train/images/train_038.png,/content/outputs/preprocessed/train/images/train_038.png,256,256,0.0,0.3529411852359772,0.037263642996549606,0.09283447265625
train_039,train,/content/nuclei_dataset/train/images/train_039.png,/content/outputs/preprocessed/train/images/train_039.png,256,256,0.0,0.3529411852359772,0.040073953568935394,0.1069488525390625
train_040,train,/content/nuclei_dataset/train/images/train_040.png,/content/outputs/preprocessed/train/images/train_040.png,256,256,0.0,0.3529411852359772,0.0680227279663086,0.1975250244140625
train_041,train,/content/nuclei_dataset/train/images/train_041.png,/content/outputs/preprocessed/train/images/train_041.png,256,256,0.0,0.3529411852359772,0.048474185168743134,0.1009521484375
train_042,train,/content/nuclei_dataset/train/images/train_042.png,/content/outputs/preprocessed/train/images/train_042.png,256,256,0.0,0.3529411852359772,0.023510383442044258,0.017974853515625
train_043,train,/content/nuclei_dataset/train/images/train_043.png,/content/outputs/preprocessed/train/images/train_043.png,256,256,0.0,0.3529411852359772,0.03182576596736908,0.0737152099609375
train_044,train,/content/nuclei_dataset/train/images/train_044.png,/content/outputs/preprocessed/train/images/train_044.png,256,256,0.0,0.3529411852359772,0.024197150021791458,0.052398681640625
train_045,train,/content/nuclei_dataset/train/images/train_045.png,/content/outputs/preprocessed/train/images/train_045.png,256,256,0.0,0.3529411852359772,0.029917996376752853,0.061492919921875
train_046,train,/content/nuclei_dataset/train/images/train_046.png,/content/outputs/preprocessed/train/images/train_046.png,256,256,0.0,0.3529411852359772,0.0738590657711029,0.20159912109375
train_047,train,/content/nuclei_dataset/train/images/train_047.png,/content/outputs/preprocessed/train/images/train_047.png,256,256,0.0,0.3529411852359772,0.04566136375069618,0.1083526611328125
train_048,train,/content/nuclei_dataset/train/images/train_048.png,/content/outputs/preprocessed/train/images/train_048.png,256,256,0.0,0.3529411852359772,0.022408999502658844,0.0236358642578125
train_049,train,/content/nuclei_dataset/train/images/train_049.png,/content/outputs/preprocessed/train/images/train_049.png,256,256,0.0,0.3529411852359772,0.037240661680698395,0.08740234375
train_050,train,/content/nuclei_dataset/train/images/train_050.png,/content/outputs/preprocessed/train/images/train_050.png,256,256,0.0,0.3529411852359772,0.02425830252468586,0.05120849609375
train_051,train,/content/nuclei_dataset/train/images/train_051.png,/content/outputs/preprocessed/train/images/train_051.png,256,256,0.0,0.3529411852359772,0.03863244503736496,0.07861328125
train_052,train,/content/nuclei_dataset/train/images/train_052.png,/content/outputs/preprocessed/train/images/train_052.png,256,256,0.0,0.3529411852359772,0.04894726723432541,0.13250732421875
train_053,train,/content/nuclei_dataset/train/images/train_053.png,/content/outputs/preprocessed/train/images/train_053.png,256,256,0.0,0.3529411852359772,0.0352729968726635,0.0756072998046875
train_054,train,/content/nuclei_dataset/train/images/train_054.png,/content/outputs/preprocessed/train/images/train_054.png,256,256,0.0,0.3529411852359772,0.015309352427721024,0.0240631103515625
train_055,train,/content/nuclei_dataset/train/images/train_055.png,/content/outputs/preprocessed/train/images/train_055.png,256,256,0.0,0.3529411852359772,0.026077691465616226,0.0400238037109375
train_056,train,/content/nuclei_dataset/train/images/train_056.png,/content/outputs/preprocessed/train/images/train_056.png,256,256,0.0,0.3529411852359772,0.02253914624452591,0.0499420166015625
train_057,train,/content/nuclei_dataset/train/images/train_057.png,/content/outputs/preprocessed/train/images/train_057.png,256,256,0.0,0.3529411852359772,0.030140776187181473,0.0633392333984375
train_058,train,/content/nuclei_dataset/train/images/train_058.png,/content/outputs/preprocessed/train/images/train_058.png,256,256,0.0,0.3529411852359772,0.05364876985549927,0.1380462646484375
train_059,train,/content/nuclei_dataset/train/images/train_059.png,/content/outputs/preprocessed/train/images/train_059.png,256,256,0.0,0.3529411852359772,0.03818730637431145,0.0930328369140625
train_060,train,/content/nuclei_dataset/train/images/train_060.png,/content/outputs/preprocessed/train/images/train_060.png,256,256,0.0,0.3529411852359772,0.014360317029058933,0.0153350830078125
train_061,train,/content/nuclei_dataset/train/images/train_061.png,/content/outputs/preprocessed/train/images/train_061.png,256,256,0.0,0.3529411852359772,0.02230123057961464,0.0469970703125
train_062,train,/content/nuclei_dataset/train/images/train_062.png,/content/outputs/preprocessed/train/images/train_062.png,256,256,0.0,0.3529411852359772,0.03801156207919121,0.0764312744140625
train_063,train,/content/nuclei_dataset/train/images/train_063.png,/content/outputs/preprocessed/train/images/train_063.png,256,256,0.0,0.3529411852359772,0.033969540148973465,0.086395263671875
train_064,train,/content/nuclei_dataset/train/images/train_064.png,/content/outputs/preprocessed/train/images/train_064.png,256,256,0.0,0.3529411852359772,0.06820368021726608,0.1810455322265625
train_065,train,/content/nuclei_dataset/train/images/train_065.png,/content/outputs/preprocessed/train/images/train_065.png,256,256,0.0,0.3529411852359772,0.04009130224585533,0.11590576171875
train_066,train,/content/nuclei_dataset/train/images/train_066.png,/content/outputs/preprocessed/train/images/train_066.png,256,256,0.0,0.3529411852359772,0.01509602926671505,0.0180816650390625
train_067,train,/content/nuclei_dataset/train/images/train_067.png,/content/outputs/preprocessed/train/images/train_067.png,256,256,0.0,0.3529411852359772,0.029152723029255867,0.0392913818359375
train_068,train,/content/nuclei_dataset/train/images/train_068.png,/content/outputs/preprocessed/train/images/train_068.png,256,256,0.0,0.3529411852359772,0.04917602613568306,0.109771728515625
train_069,train,/content/nuclei_dataset/train/images/train_069.png,/content/outputs/preprocessed/train/images/train_069.png,256,256,0.0,0.3529411852359772,0.03691711649298668,0.0686798095703125
train_070,train,/content/nuclei_dataset/train/images/train_070.png,/content/outputs/preprocessed/train/images/train_070.png,256,256,0.0,0.3529411852359772,0.05519989877939224,0.1288299560546875
train_071,train,/content/nuclei_dataset/train/images/train_071.png,/content/outputs/preprocessed/train/images/train_071.png,256,256,0.0,0.3529411852359772,0.03934931010007858,0.082061767578125
train_072,train,/content/nuclei_dataset/train/images/train_072.png,/content/outputs/preprocessed/train/images/train_072.png,256,256,0.0,0.3529411852359772,0.017009422183036804,0.014739990234375
train_073,train,/content/nuclei_dataset/train/images/train_073.png,/content/outputs/preprocessed/train/images/train_073.png,256,256,0.0,0.3529411852359772,0.0408780612051487,0.0946197509765625
train_074,train,/content/nuclei_dataset/train/images/train_074.png,/content/outputs/preprocessed/train/images/train_074.png,256,256,0.0,0.3529411852359772,0.04306724667549133,0.095672607421875
train_075,train,/content/nuclei_dataset/train/images/train_075.png,/content/outputs/preprocessed/train/images/train_075.png,256,256,0.0,0.3529411852359772,0.03355036675930023,0.0653076171875
train_076,train,/content/nuclei_dataset/train/images/train_076.png,/content/outputs/preprocessed/train/images/train_076.png,256,256,0.0,0.3529411852359772,0.06841909885406494,0.2047576904296875
train_077,train,/content/nuclei_dataset/train/images/train_077.png,/content/outputs/preprocessed/train/images/train_077.png,256,256,0.0,0.3529411852359772,0.037300143390893936,0.079925537109375
train_078,train,/content/nuclei_dataset/train/images/train_078.png,/content/outputs/preprocessed/train/images/train_078.png,256,256,0.0,0.3529411852359772,0.026209872215986252,0.028472900390625
train_079,train,/content/nuclei_dataset/train/images/train_079.png,/content/outputs/preprocessed/train/images/train_079.png,256,256,0.0,0.3529411852359772,0.04161239415407181,0.084503173828125
val_000,val,/content/nuclei_dataset/val/images/val_000.png,/content/outputs/preprocessed/val/images/val_000.png,256,256,0.0,0.34117648005485535,0.015179204754531384,0.0097503662109375
val_001,val,/content/nuclei_dataset/val/images/val_001.png,/content/outputs/preprocessed/val/images/val_001.png,256,256,0.0,0.3529411852359772,0.03745260834693909,0.0677337646484375
val_002,val,/content/nuclei_dataset/val/images/val_002.png,/content/outputs/preprocessed/val/images/val_002.png,256,256,0.0,0.3529411852359772,0.0208284854888916,0.042633056640625
val_003,val,/content/nuclei_dataset/val/images/val_003.png,/content/outputs/preprocessed/val/images/val_003.png,256,256,0.0,0.3529411852359772,0.044598329812288284,0.1031494140625
val_004,val,/content/nuclei_dataset/val/images/val_004.png,/content/outputs/preprocessed/val/images/val_004.png,256,256,0.0,0.3529411852359772,0.06476794183254242,0.199462890625
val_005,val,/content/nuclei_dataset/val/images/val_005.png,/content/outputs/preprocessed/val/images/val_005.png,256,256,0.0,0.3529411852359772,0.040429867804050446,0.1049041748046875
val_006,val,/content/nuclei_dataset/val/images/val_006.png,/content/outputs/preprocessed/val/images/val_006.png,256,256,0.0,0.3529411852359772,0.021981513127684593,0.0266876220703125
val_007,val,/content/nuclei_dataset/val/images/val_007.png,/content/outputs/preprocessed/val/images/val_007.png,256,256,0.0,0.3529411852359772,0.03076004423201084,0.0779571533203125
val_008,val,/content/nuclei_dataset/val/images/val_008.png,/content/outputs/preprocessed/val/images/val_008.png,256,256,0.0,0.3529411852359772,0.03315094858407974,0.08026123046875
val_009,val,/content/nuclei_dataset/val/images/val_009.png,/content/outputs/preprocessed/val/images/val_009.png,256,256,0.0,0.3529411852359772,0.025866279378533363,0.0469970703125
val_010,val,/content/nuclei_dataset/val/images/val_010.png,/content/outputs/preprocessed/val/images/val_010.png,256,256,0.0,0.3529411852359772,0.04835313558578491,0.144439697265625
val_011,val,/content/nuclei_dataset/val/images/val_011.png,/content/outputs/preprocessed/val/images/val_011.png,256,256,0.0,0.3529411852359772,0.02634798176586628,0.065460205078125
val_012,val,/content/nuclei_dataset/val/images/val_012.png,/content/outputs/preprocessed/val/images/val_012.png,256,256,0.0,0.3529411852359772,0.023684274405241013,0.01934814453125
val_013,val,/content/nuclei_dataset/val/images/val_013.png,/content/outputs/preprocessed/val/images/val_013.png,256,256,0.0,0.3529411852359772,0.030948838219046593,0.0679168701171875
val_014,val,/content/nuclei_dataset/val/images/val_014.png,/content/outputs/preprocessed/val/images/val_014.png,256,256,0.0,0.3529411852359772,0.030286364257335663,0.064300537109375
val_015,val,/content/nuclei_dataset/val/images/val_015.png,/content/outputs/preprocessed/val/images/val_015.png,256,256,0.0,0.3529411852359772,0.03705982863903046,0.0776519775390625
val_016,val,/content/nuclei_dataset/val/images/val_016.png,/content/outputs/preprocessed/val/images/val_016.png,256,256,0.0,0.3529411852359772,0.060241829603910446,0.1507110595703125
val_017,val,/content/nuclei_dataset/val/images/val_017.png,/content/outputs/preprocessed/val/images/val_017.png,256,256,0.0,0.3529411852359772,0.04087913781404495,0.0939483642578125
val_018,val,/content/nuclei_dataset/val/images/val_018.png,/content/outputs/preprocessed/val/images/val_018.png,256,256,0.0,0.3529411852359772,0.022105440497398376,0.0184478759765625
val_019,val,/content/nuclei_dataset/val/images/val_019.png,/content/outputs/preprocessed/val/images/val_019.png,256,256,0.0,0.3529411852359772,0.022943176329135895,0.0512542724609375
test_000,test,/content/nuclei_dataset/test/images/test_000.png,/content/outputs/preprocessed/test/images/test_000.png,256,256,0.0,0.3529411852359772,0.017928358167409897,0.023406982421875
test_001,test,/content/nuclei_dataset/test/images/test_001.png,/content/outputs/preprocessed/test/images/test_001.png,256,256,0.0,0.3529411852359772,0.030114447697997093,0.04266357421875
test_002,test,/content/nuclei_dataset/test/images/test_002.png,/content/outputs/preprocessed/test/images/test_002.png,256,256,0.0,0.3529411852359772,0.03491947054862976,0.0869903564453125
test_003,test,/content/nuclei_dataset/test/images/test_003.png,/content/outputs/preprocessed/test/images/test_003.png,256,256,0.0,0.3529411852359772,0.035618264228105545,0.05877685546875
test_004,test,/content/nuclei_dataset/test/images/test_004.png,/content/outputs/preprocessed/test/images/test_004.png,256,256,0.0,0.3529411852359772,0.06784692406654358,0.2163543701171875
test_005,test,/content/nuclei_dataset/test/images/test_005.png,/content/outputs/preprocessed/test/images/test_005.png,256,256,0.0,0.3529411852359772,0.0372004508972168,0.099578857421875
test_006,test,/content/nuclei_dataset/test/images/test_006.png,/content/outputs/preprocessed/test/images/test_006.png,256,256,0.0,0.3529411852359772,0.025675278156995773,0.02410888671875
test_007,test,/content/nuclei_dataset/test/images/test_007.png,/content/outputs/preprocessed/test/images/test_007.png,256,256,0.0,0.3529411852359772,0.030364932492375374,0.0724334716796875
test_008,test,/content/nuclei_dataset/test/images/test_008.png,/content/outputs/preprocessed/test/images/test_008.png,256,256,0.0,0.3529411852359772,0.03255651146173477,0.0842742919921875
test_009,test,/content/nuclei_dataset/test/images/test_009.png,/content/outputs/preprocessed/test/images/test_009.png,256,256,0.0,0.3529411852359772,0.03131552413105965,0.0571441650390625
test_010,test,/content/nuclei_dataset/test/images/test_010.png,/content/outputs/preprocessed/test/images/test_010.png,256,256,0.0,0.3529411852359772,0.07286383956670761,0.199005126953125
test_011,test,/content/nuclei_dataset/test/images/test_011.png,/content/outputs/preprocessed/test/images/test_011.png,256,256,0.0,0.3529411852359772,0.034554995596408844,0.0560302734375
